0	1	5	816.349
1	3.355913	5	816.309
2	3.35509	5	816.269
3	3.354656	5	816.229
4	3.353915	5	816.189
5	3.353326	5	816.149
6	3.352526	5	816.109
7	3.35185	5.01015	816.069
8	3.351058	5.0533	816.029
9	3.350393	5.09645	815.989
10	3.349644	5.13959	815.949
11	3.348967	5.18274	815.909
12	3.348213	5.22589	815.869
13	3.347509	5.26904	815.829
14	3.346752	5.31218	815.789
15	3.346036	5.35533	815.749
16	3.345283	5.39848	815.709
17	3.344559	5.44162	815.669
18	3.343806	5.48477	815.629
19	3.343072	5.52792	815.589
20	3.342316	5.57107	815.549
21	3.341574	5.61421	815.509
22	3.340817	5.65736	815.469
23	3.340069	5.70051	815.429
24	3.33931	5.74365	815.389
25	3.338556	5.7868	815.349
26	3.337794	5.82995	815.309
27	3.337036	5.8731	815.269
28	3.336271	5.91624	815.229
29	3.335508	5.95939	815.189
30	3.33474	6	815.149
31	3.333972	6	815.109
32	3.3332	5.72727	815.069
33	3.332429	5.35354	815.029
34	3.331653	5.0101	814.989
35	3.330877	5	814.949
36	3.330098	5	814.909
37	3.329317	5	814.869
38	3.328534	5	814.829
39	3.327749	5	814.789
40	3.326961	5	814.749
41	3.326172	5	814.709
42	3.32538	5	814.669
43	3.324585	5	814.629
44	3.323788	5	814.589
45	3.322989	5	814.549
46	3.322187	5	814.509
47	3.321382	5	814.469
48	3.320574	5	814.429
49	3.319764	5	814.389
50	3.31895	5	814.349
51	3.318134	5	814.309
52	3.317314	5	814.269
53	3.316492	5	814.229
54	3.315667	5	814.189
55	3.314839	5	814.149
56	3.314009	5	814.109
57	3.313177	5	814.069
58	3.312342	5	814.029
59	3.311505	5	813.989
60	3.310667	5	813.949
61	3.309826	5	813.909
62	3.308984	5	813.869
63	3.30814	5	813.829
64	3.307295	5	813.789
65	3.306447	5	813.749
66	3.305599	5	813.709
67	3.304748	5	813.669
68	3.303895	5	813.629
69	3.303041	5	813.589
70	3.302184	5	813.549
71	3.301325	5	813.509
72	3.300463	5	813.469
73	3.299599	5.32727	813.429
74	3.298732	6.71818	813.389
75	3.297863	6.8	813.349
76	3.296991	6.77098	813.309
77	3.296117	6.7093	813.269
78	3.29524	6.64762	813.229
79	3.29436	6.58594	813.189
80	3.293479	6.52426	813.149
81	3.292594	6.46259	813.109
82	3.291708	6.40091	813.069
83	3.290819	6.33923	813.029
84	3.289928	6.27755	812.989
85	3.289034	6.21587	812.949
86	3.288138	6.1542	812.909
87	3.28724	6.08345	812.869
88	3.28634	6.0127	812.829
89	3.285438	6	812.789
90	3.284534	6	812.749
91	3.283628	6	812.709
92	3.28272	6	812.669
93	3.28181	6	812.629
94	3.280899	6	812.589
95	3.279986	6	812.549
96	3.279071	6	812.509
97	3.278155	6	812.469
98	3.277237	6	812.429
99	3.276318	6	812.389
100	3.275399	6	812.349
101	3.274479	6	812.309
102	3.273559	6	812.269
103	3.272639	6	812.229
104	3.27172	6	812.189
105	3.270804	6	812.149
106	3.269891	6	812.109
107	3.268982	6	812.069
108	3.26808	6	812.029
109	3.267187	6	811.989
110	3.266304	6	811.949
111	3.265436	6	811.909
112	3.264586	6	811.869
113	3.26376	6	811.829
114	3.262963	6	811.789
115	3.262202	6	811.749
116	3.261488	6	811.709
117	3.26083	6	811.669
118	3.260242	6	811.629
119	3.259741	6	811.589
120	3.259345	6	811.549
121	3.25908	6	811.509
122	3.258973	6	811.469
123	3.259057	6	811.429
124	3.259373	6	811.389
125	3.259965	6	811.349
126	3.260883	6	811.309
127	3.262185	6	811.269
128	3.263925	6	811.229
129	3.26616	6	811.189
130	3.268933	6	811.149
131	3.272269	6	811.109
132	3.276159	6	811.069
133	3.280544	6	811.029
134	3.285299	6	810.989
135	3.290227	6	810.949
136	3.295061	6	810.909
137	3.299484	6	810.869
138	3.303178	6	810.829
139	3.305885	6	810.789
140	3.307466	6	810.749
141	3.307941	6	810.709
142	3.307493	6	810.669
143	3.306418	6	810.629
144	3.305055	6	810.589
145	3.303706	6	810.549
146	3.302581	6	810.509
147	3.301769	6	810.469
148	3.301256	6	810.429
149	3.300957	6	810.389
150	3.300759	6	810.349
151	3.300565	6	810.309
152	3.300315	6	810.269
153	3.299991	6	810.229
154	3.299606	6	810.189
155	3.299192	6	810.149
156	3.298777	6	810.109
157	3.29838	6	810.069
158	3.298008	6	810.029
159	3.297659	6	809.989
160	3.297326	6	809.949
161	3.297003	6	809.909
162	3.296685	6	809.869
163	3.296373	6	809.829
164	3.296067	6	809.789
165	3.295771	6	809.749
166	3.295485	6	809.709
167	3.295212	6	809.669
168	3.294951	6	809.629
169	3.294701	6	809.589
170	3.294463	6	809.549
171	3.294234	6	809.509
172	3.294014	6	809.469
173	3.293802	6	809.429
174	3.293599	6	809.389
175	3.293402	6	809.349
176	3.293211	6	809.309
177	3.293025	6	809.269
178	3.292841	6	809.229
179	3.292659	6	809.189
180	3.292477	6	809.149
181	3.292293	6	809.109
182	3.292106	6	809.069
183	3.291914	6	809.029
184	3.291717	6	808.989
185	3.291513	6	808.949
186	3.291302	6	808.909
187	3.291084	6	808.869
188	3.29086	6	808.829
189	3.290628	6	808.789
190	3.29039	6	808.749
191	3.290146	6	808.709
192	3.289897	6	808.669
193	3.289643	6	808.629
194	3.289384	6	808.589
195	3.289121	1.75	808.549
196	3.288855	1.75633	808.509
197	3.288586	1.76266	808.469
198	3.288313	1.76899	808.429
199	3.288038	1.77532	808.389
200	3.28776	1.78166	808.349
201	3.28748	1.78799	808.309
202	3.287199	1.79432	808.269
203	3.286917	1.80065	808.229
204	3.286633	1.80717	808.189
205	3.286349	1.8135	808.149
206	3.286064	1.81983	808.109
207	3.285779	1.82616	808.069
208	3.285494	1.83249	808.029
209	3.285209	1.83882	807.989
210	3.284924	1.84515	807.949
211	3.284639	1.85148	807.909
212	3.284354	1.85781	807.869
213	3.28407	1.86414	807.829
214	3.283785	1.87048	807.789
215	3.283501	1.87681	807.749
216	3.283217	1.88314	807.709
217	3.282934	1.88947	807.669
218	3.282651	1.8958	807.629
219	3.282368	1.90213	807.589
220	3.282086	1.90846	807.549
221	3.281804	1.91461	807.509
222	3.281522	1.92075	807.469
223	3.281241	1.92708	807.429
224	3.280959	1.93341	807.389
225	3.280676	1.93974	807.349
226	3.280392	1.94608	807.309
227	3.280106	1.95241	807.269
228	3.279817	1.95874	807.229
229	3.279525	1.96507	807.189
230	3.27923	1.9714	807.149
231	3.278931	1.97773	807.109
232	3.278627	1.98406	807.069
233	3.278318	1.99039	807.029
234	3.278005	1.99672	806.989
235	3.277689	2.00306	806.949
236	3.277368	2.00939	806.909
237	3.277044	2.01572	806.869
238	3.276719	2.02	806.829
239	3.276391	2.02	806.789
240	3.276062	2.03276	806.749
241	3.275733	2.04464	806.709
242	3.275404	2.05608	806.669
243	3.275075	2.07104	806.629
244	3.274746	2.086	806.589
245	3.274417	2.10096	806.549
246	3.274087	2.11592	806.509
247	3.273757	2.13	806.469
248	3.273425	2.13	806.429
249	3.273092	1.56	806.389
250	3.272756	1.56	806.349
251	3.272419	1.54973	806.309
252	3.27208	1.53387	806.269
253	3.271739	1.518	806.229
254	3.271397	1.50213	806.189
255	3.271053	1.48627	806.149
256	3.270709	1.4704	806.109
257	3.270365	1.45453	806.069
258	3.270021	1.43867	806.029
259	3.269677	1.4228	805.989
260	3.269333	1.42	805.949
261	3.268988	1.4176	805.909
262	3.268643	1.4108	805.869
263	3.268295	1.404	805.829
264	3.267946	1.3972	805.789
265	3.267593	1.3904	805.749
266	3.267238	1.39	805.709
267	3.266879	1.4092	805.669
268	3.266517	1.45	805.629
269	3.266154	1.4908	805.589
270	3.265788	1.5316	805.549
271	3.265422	1.5724	805.509
272	3.265057	1.6	805.469
273	3.264692	1.6	805.429
274	3.264328	1.60773	805.389
275	3.263966	1.6168	805.349
276	3.263605	1.62587	805.309
277	3.263244	1.6344	805.269
278	3.262882	1.64293	805.229
279	3.26252	1.652	805.189
280	3.262156	1.66107	805.149
281	3.26179	1.67013	805.109
282	3.261422	1.6792	805.069
283	3.261051	1.68827	805.029
284	3.260679	1.69733	804.989
285	3.260305	1.7	804.949
286	3.25993	1.70107	804.909
287	3.259555	1.7056	804.869
288	3.259179	1.71013	804.829
289	3.258803	1.71467	804.789
290	3.258428	1.7192	804.749
291	3.258053	1.72373	804.709
292	3.257678	1.72827	804.669
293	3.257304	1.7328	804.629
294	3.25693	1.73733	804.589
295	3.256556	1.7424	804.549
296	3.256182	1.74733	804.509
297	3.255808	1.75	804.469
298	3.255435	1.75	804.429
299	3.255061	1.74915	804.389
300	3.254688	1.74824	804.349
301	3.254317	1.74733	804.309
302	3.253947	1.74643	804.269
303	3.253578	1.74552	804.229
304	3.253212	1.74461	804.189
305	3.252848	1.74371	804.149
306	3.252486	1.7428	804.109
307	3.252125	1.74189	804.069
308	3.251764	1.74099	804.029
309	3.251402	1.74008	803.989
310	3.251039	1.74	803.949
311	3.250674	1.738	803.909
312	3.250307	1.73347	803.869
313	3.249938	1.73	803.829
314	3.249566	1.73	803.789
315	3.249194	1.7196	803.749
316	3.248821	1.706	803.709
317	3.248448	1.6924	803.669
318	3.248076	1.68	803.629
319	3.247705	1.68	803.589
320	3.247336	1.7164	803.549
321	3.246968	1.77187	803.509
322	3.246601	1.81	803.469
323	3.246234	1.81	803.429
324	3.245869	1.741	803.389
325	3.245503	1.6628	803.349
326	3.245137	1.5846	803.309
327	3.24477	1.58	803.269
328	3.244403	1.58	803.229
329	3.244034	1.58	803.189
330	3.243666	1.58	803.149
331	3.243298	1.58	803.109
332	3.24293	1.58	803.069
333	3.242564	1.58	803.029
334	3.2422	1.58	802.989
335	3.241837	1.58	802.949
336	3.241477	1.58	802.909
337	3.241119	1.58	802.869
338	3.240761	1.58	802.829
339	3.240404	1.58	802.789
340	3.240046	1.58	802.749
341	3.239686	1.58	802.709
342	3.239325	1.58	802.669
343	3.238961	1.58	802.629
344	3.238594	1.58	802.589
345	3.238225	1.58	802.549
346	3.237853	1.58	802.509
347	3.237478	1.63557	802.469
348	3.237102	1.70555	802.429
349	3.236723	1.77552	802.389
350	3.236342	1.8455	802.349
351	3.235958	1.91548	802.309
352	3.235574	1.98546	802.269
353	3.235187	2.05543	802.229
354	3.2348	2.12541	802.189
355	3.234413	2.19539	802.149
356	3.234027	2.26537	802.109
357	3.233641	2.33534	802.069
358	3.233257	2.40532	802.029
359	3.232874	2.4753	801.989
360	3.232491	2.54528	801.949
361	3.232107	2.61525	801.909
362	3.231721	2.68523	801.869
363	3.231333	2.75521	801.829
364	3.230942	2.82518	801.789
365	3.230549	2.89516	801.749
366	3.230153	2.96514	801.709
367	3.229756	3.031	801.669
368	3.229358	3.031	801.629
369	3.228962	3.03952	801.589
370	3.228569	3.054	801.549
371	3.228179	3.06848	801.509
372	3.227792	3.08296	801.469
373	3.227409	3.09744	801.429
374	3.227027	3.11192	801.389
375	3.226647	3.1264	801.349
376	3.226266	3.14088	801.309
377	3.225883	3.15536	801.269
378	3.225497	3.16984	801.229
379	3.225106	3.18432	801.189
380	3.224709	3.1988	801.149
381	3.224304	3.21328	801.109
382	3.223892	3.22776	801.069
383	3.223472	3.24224	801.029
384	3.223044	3.25672	800.989
385	3.222611	3.258	800.949
386	3.222175	3.258	800.909
387	3.221738	3.258	800.869
388	3.221303	3.258	800.829
389	3.220872	3.258	800.789
390	3.220445	3.258	800.749
391	3.220023	3.258	800.709
392	3.219606	3.258	800.669
393	3.219191	3.258	800.629
394	3.218777	3.258	800.589
395	3.218364	3.258	800.549
396	3.217949	3.258	800.509
397	3.217533	3.258	800.469
398	3.217115	3.258	800.429
399	3.216695	3.258	800.389
400	3.216274	3.258	800.349
401	3.215852	3.258	800.309
402	3.215428	3.258	800.269
403	3.215004	3.258	800.229
404	3.214578	3.258	800.189
405	3.214151	3.258	800.149
406	3.213723	3.258	800.109
407	3.213296	3.258	800.069
408	3.212868	3.258	800.029
409	3.21244	3.258	799.989
410	3.212013	3.258	799.949
411	3.211586	3.258	799.909
412	3.211158	3.258	799.869
413	3.210729	3.258	799.829
414	3.210296	3.258	799.789
415	3.20986	3.258	799.749
416	3.209418	3.258	799.709
417	3.208971	3.258	799.669
418	3.208517	3.258	799.629
419	3.208057	3.258	799.589
420	3.207591	3.258	799.549
421	3.207122	3.258	799.509
422	3.206652	3.258	799.469
423	3.206183	3.258	799.429
424	3.205717	3.258	799.389
425	3.205256	3.258	799.349
426	3.204803	3.25818	799.309
427	3.204358	3.25896	799.269
428	3.20392	3.25974	799.229
429	3.203488	3.26051	799.189
430	3.203061	3.26129	799.149
431	3.202635	3.26207	799.109
432	3.20221	3.26285	799.069
433	3.201782	3.26362	799.029
434	3.201351	3.2644	798.989
435	3.200916	3.26518	798.949
436	3.200476	3.26595	798.909
437	3.200032	3.266	798.869
438	3.199583	3.266	798.829
439	3.199132	3.266	798.789
440	3.198679	3.266	798.749
441	3.198224	3.266	798.709
442	3.197767	3.266	798.669
443	3.19731	3.266	798.629
444	3.196853	3.266	798.589
445	3.196398	3.266	798.549
446	3.195945	3.266	798.509
447	3.195495	3.266	798.469
448	3.195048	3.266	798.429
449	3.194603	3.266	798.389
450	3.19416	3.266	798.349
451	3.193715	3.266	798.309
452	3.193268	3.266	798.269
453	3.192818	3.266	798.229
454	3.192364	3.266	798.189
455	3.191909	3.266	798.149
456	3.191454	3.266	798.109
457	3.191002	3.266	798.069
458	3.190553	3.266	798.029
459	3.190106	3.266	797.989
460	3.189657	3.266	797.949
461	3.189207	3.266	797.909
